질병명,항목,내용
소화불량,소화불량자가 관리 방법,항생제에 대해 일반의와 상의하세요 알코올 소비량을 줄입니다 "비스테로이드성 항염증제(이부프로펜 디클로페낙 아스피린)와 같은 일반의약품을 복용하지 마세요" "붉은 육류 버터 튀긴 음식 치즈와 같은 지방 식품은 피하세요" 2~3번의 과식 대신 매일 소량의 식사를 합니다 "아침 식사 30~60분 전에 제산제(오메프라졸 판토프라졸 에스오메프라졸) 1정을 복용합니다."
소화불량,소화불량증상,소화가 부담이 됨 위소와의 통증 위소와의 가슴쓰림 식도에 산이 느껴짐 위 팽만감
손가락/엄지손가락 화상,병원을 꼭 방문해야 하는손가락/엄지손가락 화상증상,피부가 거칠거나 검게 보이는 화상 화학 물질 또는 전기로 인한 화상 호흡곤란 호흡곤란 감각 "감염징후가 있는 상처(열 발적 고통스러운 감각 발열 부기)"
손가락/엄지손가락 화상,손가락/엄지손가락 화상자가 관리 방법,타지 않았거나 달라붙지 않은 옷을 제거합니다 찬물을 5~10분 동안 좁은 부위에 묻힙니다 "진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 하루에 물 2리터를 섭취합니다.
손가락/엄지손가락 화상,손가락/엄지손가락 화상증상,손가락 화상 화상 피부가 붉어짐 피부 소수포/수포 피부가 타는 듯한 느낌
손가락 골절,병원 방문 필요 증상,없음
손가락 골절,손가락 골절자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 증상이 최소화될 때까지 부분적으로 휴식을 취합니다.
손가락 골절,손가락 골절증상,손가락 통증 손가락을 움직이면 통증이 심해짐 골절로 인한 손가락 변형 타격 시 골절음이 들렸음 손가락/발가락 불편감
손가락 상처,병원을 꼭 방문해야 하는손가락 상처증상,심부 부상 깊게 삽입된 물체 멈추지 않는 출혈 해당 부위의 민감도 상실 사람 또는 동물에게 물림 "감염징후가 있는 상처(열 발적 고통스러운 감각 발열 부기)"
손가락 상처,손가락 상처자가 관리 방법,물과 비누로 상처 부위를 완전히 씻어냅니다 깊게 삽입된 물체를 제거하지 마세요 눌러서 출혈을 멈춥니다 상처에 달라붙지 않는 깨끗한 붕대를 감습니다 병변 부위에 바람을 불지 않습니다
손가락 상처,손가락 상처증상,자상 또는 상처 출혈 통증 없는 피부 병변 손가락 통증 약지와 새끼 손가락 통증
손가락 외상 - 손가락 타박상,병원을 꼭 방문해야 하는손가락 외상 - 손가락 타박상증상,멍이 1주일이 지나도 사라지지 않거나 악화되는 경우 진통제로도 멈추지 않는 통증 사지를 움직일 수 없음
손가락 외상 - 손가락 타박상,손가락 외상 - 손가락 타박상자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 염증을 줄이기 위해 하루 3번 병변 부위에 국소적으로 냉찜질을 합니다 사지를 올린 상태를 유지합니다 갑자기 움직이지 마세요
손가락 외상 - 손가락 타박상,손가락 외상 - 손가락 타박상증상,손가락 통증 사지 종창 손가락/발가락 불편감 손가락을 움직이면 통증이 심해짐 외상 부위의 멍
손목 건염,병원을 꼭 방문해야 하는손목 건염증상,진통제로도 멈추지 않는 통증 발열(38ºC를 초과하는 체온)
손목 건염,손목 건염자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 증상이 최소화될 때까지 부분적으로 휴식을 취합니다. 염증을 줄이기 위해 하루 3번 병변 부위에 국소적으로 냉찜질을 합니다 갑자기 움직이지 마세요
손목 건염,손목 건염증상,손목 통증 물건을 집으면 손이 아픔 손의 저림 관절을 움직이면 두 개의 고무 표면이 서로 마찰되는 느낌을 받음 통증이 움직이면 심해지고 휴식을 취하면 호전됨
손목 염좌,병원을 꼭 방문해야 하는손목 염좌증상,진통제로도 멈추지 않는 통증 손가락 감각마비 또는 저림 증상이 있는 부위의 통증 및 부기 증가
손목 염좌,손목 염좌자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 증상이 최소화될 때까지 부분적으로 휴식을 취합니다. 증상을 완화하기 위해 하루 3번 20분 동안 냉찜질을 합니다 갑자기 움직이지 마세요
손목 염좌,손목 염좌증상,손목 통증 손 통증 손목 타박상 손목 부음 움직일 때 손목이 뻣뻣함
손발톱주위염 (조갑주위염),병원을 꼭 방문해야 하는손발톱주위염 (조갑주위염)증상,초기 치료 후 2주 넘게 증상이 지속됩니다 발열(38ºC를 초과하는 체온) 희끄무레한 액체(고름) 분비
손발톱주위염 (조갑주위염),손발톱주위염 (조갑주위염)자가 관리 방법,하루에 2~3회 미지근한 물에 손발톱을 담급니다 목욕 후 손톱 및/또는 발톱을 깎아줍니다. 손톱을 물어뜯지 마세요
손발톱주위염 (조갑주위염),손발톱주위염 (조갑주위염)증상,손톱 주위 통증 손톱 주변에 염증이 있음 손톱 주변 피부의 상처/자상 손가락 통증 발가락 통증
손발톱 진균 감염 - 손발톱진균증,병원을 꼭 방문해야 하는손발톱 진균 감염 - 손발톱진균증증상,손발톱 주변 출혈 손발톱 주위의 부기 또는 통증 "면역 결핍 병력(HIV 당뇨병 종양학적 장애 코르티코스테로이드 장기 사용)입니다." 발열(38ºC를 초과하는 체온) 도움 없이 걷기 어려움
손발톱 진균 감염 - 손발톱진균증,손발톱 진균 감염 - 손발톱진균증자가 관리 방법,"일반의약품 국소 항진균제(클로트리마졸 미코나졸 또는 테르비나핀)를 바릅니다" 손발톱을 깎고 손질합니다 발이 장시간 땀에 젖지 않도록 하고 하루에 두 번 스타킹을 갈아입습니다 수영장과 탈의실에서는 신발을 착용합니다 신발을 함께 쓰지 마세요 "발 특히 발가락 사이를 잘 말립니다"
손발톱 진균 감염 - 손발톱진균증,손발톱 진균 감염 - 손발톱진균증증상,백색 및/또는 황색 손톱 손톱 갈라짐 손톱/발톱이 빠짐 손톱이 벗겨짐 손톱의 통증
손 상처,병원을 꼭 방문해야 하는손 상처증상,심부 부상 깊게 삽입된 물체 멈추지 않는 출혈 해당 부위의 민감도 상실 사람 또는 동물에게 물림 "감염징후가 있는 상처(열 발적 고통스러운 감각 발열 부기)"
손 상처,손 상처자가 관리 방법,물과 비누로 상처 부위를 완전히 씻어냅니다 눌러서 출혈을 멈춥니다 상처에 달라붙지 않는 깨끗한 붕대를 감습니다 병변 부위에 바람을 불지 않습니다 깊게 삽입된 물체를 제거하지 마세요
손 상처,손 상처증상,손 상처/자상 자상 또는 상처 출혈 손 통증 350ml 미만의 매우 경미한 출혈
손 외상 - 손 타박상,병원을 꼭 방문해야 하는손 외상 - 손 타박상증상,멍이 1주일이 지나도 사라지지 않거나 악화되는 경우 진통제로도 멈추지 않는 통증 사지를 움직일 수 없음
손 외상 - 손 타박상,손 외상 - 손 타박상자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 염증을 줄이기 위해 하루 3번 병변 부위에 국소적으로 냉찜질을 합니다 사지를 올린 상태를 유지합니다 갑자기 움직이지 마세요
손 외상 - 손 타박상,손 외상 - 손 타박상증상,손 통증 사지 종창 종창 손이 부음 외상 부위의 멍
손 절단,병원 방문 필요 증상,없음
손 절단,손 절단자가 관리 방법,눌러서 출혈을 멈춥니다 상처에 달라붙지 않는 깨끗한 붕대를 감습니다
손 절단,손 절단증상,손 외상성 절단 오른쪽 손 외상성 절단 왼쪽 손 외상성 절단 손 상처/자상 손 통증
손 화상,병원을 꼭 방문해야 하는손 화상증상,피부가 거칠거나 검게 보이는 화상 화학 물질 또는 전기로 인한 화상 호흡곤란 호흡곤란 감각 "감염징후가 있는 상처(열 발적 고통스러운 감각 발열 부기)"
손 화상,손 화상자가 관리 방법,찬물을 5~10분 동안 좁은 부위에 묻힙니다 건조하고 깨끗한 시트로 덮어줍니다 "진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 타지 않았거나 달라붙지 않은 옷을 제거합니다 하루에 물 2리터를 섭취합니다.
손 화상,손 화상증상,화상 사지 종창 피부가 붉어짐 피부 소수포/수포 피부가 타는 듯한 느낌
쇄골 골절,병원 방문 필요 증상,없음
쇄골 골절,쇄골 골절자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 증상을 완화하기 위해 하루 3번 20분 동안 냉찜질을 합니다
쇄골 골절,쇄골 골절증상,쇄골 통증 쇄골을 만질 때 조각이 움직임 어깨가 아래쪽이나 앞으로 쏠리는 어깨 변형 쇄골 멍 어깨 움직임이 제한됨
수근관증후군,병원을 꼭 방문해야 하는수근관증후군증상,손 변형 사지의 민감성 및/또는 운동성
수근관증후군,수근관증후군자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." "하루에 3~4회 10~15분간 온찜질을 합니다" 손목 또는 팔꿈치 받침 보정기를 사용합니다 손목을 움직이지 마세요
수근관증후군,수근관증후군증상,손가락/발가락 끝이 저린 상태로 잠에서 깸 "엄지손가락 가운뎃손가락 및/또는 집게손가락에 경련이 있음" 손바닥 경련 손의 저림 손가락이 부은 것처럼 느껴지는 거짓 감각
수난관증,병원을 꼭 방문해야 하는수난관증증상,심한 복통 고열(39ºC 이상)
수난관증,수난관증자가 관리 방법,항생제에 대해 일반의와 상의하세요
수난관증,수난관증증상,감염 위험이 있는 성행위 통증성 월경 질 분비물 골반 부위 통증 하복부 통증
수두 (소아청소년과),병원을 꼭 방문해야 하는수두 (소아청소년과)증상,"면역 결핍 병력(HIV 당뇨병 종양학적 장애 코르티코스테로이드 장기 사용)입니다." 가렵고 갈라지고 투명한 액체나 고름이 흘러나오는 붉은 궤양 영향을 받은 부위에 통증이 있고 붉게 변하는 궤양 고열(39ºC 이상) 임신 두통 발작을 동반하는 경우 과민성 또는 자극에 대한 반응 감소
수두 (소아청소년과),수두 (소아청소년과)자가 관리 방법,근육 통증이나 열(38°C를 초과하는 체온)이 있는 경우 이부프로펜 또는 파라세타몰과 같은 진통제 및 해열제를 복용합니다 "가려움증이 있는 경우 시럽 또는 항히스타민제 알약(디펜히드라민 세티리진 로라타딘 데스로라타딘)을 복용합니다" 손발톱을 깎고 손질합니다 증상을 완화하기 위해 하루 3번 20분 동안 냉찜질을 합니다
수두 (소아청소년과),수두 (소아청소년과)증상,피부에 2~4일 후 딱지로 변하는 수포 발생 피부 발진 피부 소수포/수포 피부 가려움 전신 병감(권태)
수막알균수막염,병원 방문 필요 증상,없음
수막알균수막염,수막알균수막염자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." "구토가 있는 경우 항구토제(디멘히드리네이트 차살리실산 비스무트 온단세트론 메토클로프라미드)를 복용합니다"
수막알균수막염,수막알균수막염증상,피부에 붉은 반점이 있음 - 점상 출혈 목 경직 급성 두통 광범위한 근육통 발열/매우 더운 느낌
수막알균혈증,병원 방문 필요 증상,없음
수막알균혈증,수막알균혈증자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다."
수막알균혈증,수막알균혈증증상,자주색 반점이 있는 피부(자색반 발진) 피부에 붉은 반점이 있음 - 점상 출혈 목 경직 발열/매우 더운 느낌 민감도 변경
수족구병 - 인간 아프타성열 (소아청소년과),병원을 꼭 방문해야 하는수족구병 - 인간 아프타성열 (소아청소년과)증상,탈수 증상: 평소보다 더 피곤하고 어지럽고 입과 혀가 마릅니다. 두통 발작을 동반하는 경우
수족구병 - 인간 아프타성열 (소아청소년과),수족구병 - 인간 아프타성열 (소아청소년과)자가 관리 방법,근육 통증이나 열(38°C를 초과하는 체온)이 있는 경우 이부프로펜 또는 파라세타몰과 같은 진통제 및 해열제를 복용합니다 "우유 찬물을 마시거나 아이스크림 또는 차가운 디저트를 먹습니다" 토스트나 쿠키 등의 음식이 포함된 연질의 음식을 섭취합니다.
